Source	Size
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Compose.scala	3220
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/CanIUse2.scala	3210
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ReqTypeSelector.scala	3207
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/shared/src/main/scala-2.13-/boopickle/XCompat.scala	3184
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/deletion/RestorationForm.scala	3183
file:/shipreq/webapp-base-member/shipreq/webapp/base/feature/autocomplete/Utils.scala	3180
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/ListMap.scala	3147
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/Buffer.scala	3144
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/Column.scala	3134
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Equal.scala	3128
https:/raw.githubusercontent.com/japgolly/nyaya/v0.9.0/nyaya/prop/CycleDetector.scala	3116
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/Js.scala	3115
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/ListSet.scala	3098
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/NewRowStore.scala	3096
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqdetail/UseCaseStepControls.scala	3094
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/ManualIssue.scala	3057
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/StringOps.scala	3043
https:/raw.githubusercontent.com/scala/v2.12.10/collection/generic/IndexedSeqFactory.scala	3028
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/websocket/ManualIssueCmd.scala	3015
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/HtmlAttrs.scala	3014
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/MemberNavBar.scala	3007
file:/shipreq/webapp-base/shipreq/webapp/base/util/CharSubset.scala	3006
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Name.scala	2995
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Env.scala	2984
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/DropdownButton.scala	2983
file:/shipreq/webapp-base/shipreq/webapp/base/validation/CommonValidation.scala	2974
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/ajax/AjaxClient.scala	2953
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/ArrayStack.scala	2947
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/NewIssue.scala	2929
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/RouterCtl.scala	2915
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/CodecSize.scala	2908
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ImplicationGraph.scala	2880
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/deletion/SharedUI.scala	2876
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqdetail/Cell.scala	2874
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/SortCriteriaEditor.scala	2867
file:/shipreq/webapp-base-member/shipreq/webapp/base/jsfacade/TextComplete.scala	2837
file://localhome/doeraene/projects/scalajs-java-time/java/time/LocalTime.scala	2834
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/ColumnPlus.scala	2833
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/charset/UTF_8.scala	2825
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/StringBuilder.scala	2795
file:/shipreq/webapp-base/shipreq/webapp/base/lib/DomUtil.scala	2782
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/TypicalStoresAndState.scala	2779
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/PlainTextEditor.scala	2752
file:/shipreq/webapp-base/shipreq/webapp/base/feature/clipboard/ClipboardKeys.scala	2741
file:/shipreq/base-util/shipreq/base/util/TransitiveClosure.scala	2721
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Ordering.scala	2692
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Actions.scala	2686
file:/shipreq/webapp-base-member/shipreq/webapp/base/feature/autocomplete/ForComponent.scala	2656
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/Prism.scala	2648
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Message.scala	2645
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/ServerSideProcInvoker.scala	2626
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/CallbackOption.scala	2626
file://Users/mathias/Documents/projects/parboiled2/parboiled-core/org/parboiled2/ValueStack.scala	2622
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/Fields.scala	2622
file:/shipreq/base-util/shipreq/base/util/MMTree.scala	2603
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/Ajax.scala	2572
file:/shipreq/webapp-base-member/shipreq/webapp/base/jsfacade/ReactColor.scala	2561
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/NewStuff.scala	2559
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/Ref.scala	2557
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/src/main/scala-old-collections/scala/scalajs/js/ArrayOps.scala	2550
https:/raw.githubusercontent.com/scala/v2.12.10/PartialFunction.scala	2530
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/ArrayBuffer.scala	2506
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/Version.scala	2501
https:/raw.githubusercontent.com/scala/v2.12.10/util/Try.scala	2492
https:/raw.githubusercontent.com/scala/v2.12.10/collection/Seq.scala	2491
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Packages.scala	2474
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/package.scala	2469
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Tag.scala	2465
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/ColumnSelector.scala	2464
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/Stream.scala	2458
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/Vector.scala	2444
https:/raw.githubusercontent.com/japgolly/nyaya/v0.9.0/nyaya/prop/package.scala	2436
file:/shipreq/webapp-base/shipreq/webapp/base/Urls.scala	2417
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/FlatHashTable.scala	2408
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/VerifiedEvent.scala	2404
https:/raw.githubusercontent.com/scala/v2.12.10/collection/LinearSeqOptimized.scala	2397
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/StringLike.scala	2384
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/regex/Pattern.scala	2378
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/FilterDead.scala	2366
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/TagMod.scala	2354
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/HashTable.scala	2341
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/Urls.scala	2313
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/Math.scala	2306
file://localhome/doeraene/projects/scalajs-java-time/java/time/Month.scala	2297
file:/shipreq/webapp-base-member/shipreq/webapp/base/lib/DataReusability.scala	2288
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/ComponentDom.scala	2285
file:/shipreq/webapp-base-member/shipreq/webapp/base/filter/Filter.scala	2280
https:/raw.githubusercontent.com/scala/v2.12.10/math/BigInt.scala	2242
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/SummaryUI.scala	2236
https:/raw.githubusercontent.com/japgolly/univeq/v1.2.0/japgolly/univeq/package.scala	2228
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/state/ProjectState.scala	2227
file:/shipreq/base-util/shipreq/base/util/Url.scala	2221
file:/shipreq/base-util/shipreq/base/util/Digraph.scala	2219
https:/raw.githubusercontent.com/scala/v2.12.10/concurrent/impl/Promise.scala	2217
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Order.scala	2193
file:/shipreq/base-util/shipreq/base/util/IMapBase.scala	2166
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/ext-react/scalacss/React.scala	2142
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/recursion/AtomOrComposite.scala	2134
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/Default.scala	2133
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/CssEntry.scala	2118
file:/shipreq/webapp-base-member/shipreq/webapp/base/filter/IntensionalReqSet.scala	2116
https:/raw.githubusercontent.com/scala/v2.12.10/Tuple2.scala	2101
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/Editors.scala	2100
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ViewReqCache.scala	2090
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/Tuple.scala	2087
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/nonempty/NonEmptySet.scala	2082
file:/shipreq/base-util/shipreq/base/util/Intersection.scala	2081
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/nonempty/NonEmpty.scala	2062
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/Deletion.scala	2052
file:/shipreq/webapp-base/shipreq/webapp/base/user/UserData.scala	2043
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Sorter.scala	2037
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/CodeBlockWithSyntaxHighlighting.scala	2031
file:/shipreq/webapp-base/shipreq/webapp/base/lib/ValidationUX.scala	2027
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/AVs.scala	1991
https:/raw.githubusercontent.com/scala/v2.12.10/collection/BitSetLike.scala	1975
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides/scala/runtime/BoxesRunTime.scala	1968
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/regex/Matcher.scala	1964
file:/shipreq/webapp-base-member/shipreq/webapp/base/issue/IssueStats.scala	1958
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Kleisli.scala	1956
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/BitSet.scala	1950
file:/shipreq/webapp-base/shipreq/webapp/base/feature/clipboard/Clipboard.scala	1949
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Composite.scala	1930
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Effect.scala	1904
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/WrappedString.scala	1901
file:/shipreq/base-util/shipreq/base/util/Applicability.scala	1895
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/lib/EditorNavParent.scala	1895
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/UseCaseStepFlowGraph.scala	1890
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Endo.scala	1886
file:/shipreq/base-util/shipreq/base/util/IMap.scala	1878
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/ByteBuffer.scala	1875
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/PageSummary.scala	1870
file:/shipreq/webapp-base/shipreq/webapp/base/util/TextMod.scala	1859
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Cond.scala	1855
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/NonEmptyVector.scala	1850
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/create/Editability.scala	1847
file://localhome/doeraene/projects/scalajs-java-time/java/time/temporal/ValueRange.scala	1841
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/Colour.scala	1835
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/editor/EditorKeys.scala	1830
file:/shipreq/webapp-base-member/shipreq/webapp/base/lib/TaskRepeater.scala	1816
file:/shipreq/base-util/shipreq/base/util/Permission.scala	1814
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/GenBuffer.scala	1811
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/utils/ConciseIntSetFormat.scala	1808
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/IssueField.scala	1789
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/JsUtil.scala	1776
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/TagFieldDistribution.scala	1773
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/StyleLookup.scala	1769
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/state/ChangeListener.scala	1751
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/deletion/DeleteOrRestore.scala	1747
file:/shipreq/base-util/shipreq/base/util/Direction.scala	1741
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/DeletionReasons.scala	1732
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/IdentList.scala	1731
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/Optional.scala	1730
file:/shipreq/base-util/shipreq/base/util/TaggedTypes.scala	1710
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Uniqueness.scala	1695
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/root/ConnectionStatus.scala	1694
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/package.scala	1690
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/Scala.scala	1686
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/ProjectMetaData.scala	1685
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Summary.scala	1682
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/math/Elementary.scala	1679
file:/shipreq/webapp-base-member/shipreq/webapp/base/issue/IssueTracker.scala	1677
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/internal/Bounded.scala	1676
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/Actions.scala	1668
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/math/Multiplication.scala	1663
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/Function.scala	1662
file:/shipreq/base-util/shipreq/base/util/Validity.scala	1654
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/package.scala	1654
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/Option.scala	1653
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Label.scala	1650
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/HashSet.scala	1647
file:/shipreq/webapp-base-member/shipreq/webapp/base/sort/FusedSorters.scala	1646
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/JsBaseComponentTemplate.scala	1646
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/package.scala	1645
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/VdomElement.scala	1645
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/UndefOr.scala	1643
file:/shipreq/base-util/shipreq/base/util/OpResult.scala	1641
https:/raw.githubusercontent.com/scala/v2.12.10/util/Sorting.scala	1635
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Css.scala	1633
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Traverse.scala	1633
file:/shipreq/webapp-base-member/shipreq/webapp/base/text/LineCardinality.scala	1628
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Input.scala	1624
https:/raw.githubusercontent.com/japgolly/univeq/v1.2.0/japgolly/univeq/UnivEq.scala	1623
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/Trust.scala	1622
file:/shipreq/base-util/shipreq/base/util/Exclusivity.scala	1609
file:/shipreq/webapp-base/shipreq/webapp/base/feature/DragToReorderFeature.scala	1603
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/std/List.scala	1599
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/CallbackKleisli.scala	1595
file:/shipreq/webapp-base/shipreq/webapp/base/data/On.scala	1592
file:/shipreq/webapp-base/shipreq/webapp/base/user/UserValidators.scala	1589
file://localhome/doeraene/projects/scalajs-java-time/java/time/temporal/ChronoUnit.scala	1587
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/EventOrd.scala	1577
file:/shipreq/base-util/shipreq/base/util/LeftRight.scala	1575
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/Template.scala	1568
file:/shipreq/webapp-base/shipreq/webapp/base/data/Enabled.scala	1564
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/Double.scala	1562
file:/shipreq/base-util/shipreq/base/util/DeletionMethod.scala	1558
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Domain.scala	1555
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/Main.scala	1553
file:/shipreq/base-util/shipreq/base/util/GenTuple.scala	1550
file:/shipreq/webapp-base/shipreq/webapp/base/feature/dragtoreorder/Status.scala	1546
file:/shipreq/webapp-base-member/shipreq/webapp/base/util/ReqCodeTreeItem.scala	1539
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/Protocol.scala	1537
file:/shipreq/webapp-base-member/shipreq/webapp/base/util/PreProcessing.scala	1528
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/GraphComponent.scala	1519
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/RowStatus.scala	1517
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/TimeAgo.scala	1504
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/InspectRaw.scala	1502
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Accordion.scala	1498
https:/raw.githubusercontent.com/scala/v2.12.10/collection/generic/GenMapFactory.scala	1484
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/std/String.scala	1478
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Builder.scala	1468
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/monocle-scalaz/internal/MonocleExtStateSnapshot.scala	1466
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/issues/CfgIssues.scala	1439
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/create/NewEditorArgs.scala	1439
file://Users/mathias/Documents/projects/parboiled2/parboiled-core/org/parboiled2/ParserInput.scala	1423
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/impgraph/ImplicationGraphPage.scala	1422
https:/raw.githubusercontent.com/japgolly/nyaya/v0.9.0/nyaya/util/package.scala	1412
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/stdlib_ext/MutableArray.scala	1401
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/CrudActionIO.scala	1399
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/Contextualise.scala	1395
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/package.scala	1394
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/CharBuffer.scala	1387
file:/shipreq/webapp-base/shipreq/webapp/base/data/Open.scala	1382
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/package.scala	1382
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/TableHeader.scala	1375
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Select.scala	1374
file:/shipreq/base-util/shipreq/base/util/SetDiff.scala	1350
file:/shipreq/webapp-base/shipreq/webapp/base/feature/dragtoreorder/DragLoc.scala	1344
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/utils/Memo.scala	1325
file:/shipreq/base-util/shipreq/base/util/DataLog.scala	1318
file:/shipreq/webapp-base/shipreq/webapp/base/lib/BaseReusability.scala	1318
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Optics.scala	1310
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/math/BitLevel.scala	1300
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/charset/CharsetDecoder.scala	1293
https:/raw.githubusercontent.com/scala/v2.12.10/collection/TraversableViewLike.scala	1290
file:/shipreq/base-util/shipreq/base/util/Retries.scala	1288
file:/shipreq/webapp-base/shipreq/webapp/base/util/CallbackHelpers.scala	1287
file:/shipreq/webapp-client-ww-api/shipreq/webapp/client/ww/api/Protocol.scala	1282
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config_old/shared/SaveNeed.scala	1281
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/BufferPool.scala	1280
https:/raw.githubusercontent.com/scala/v2.12.10/collection/Set.scala	1277
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/function/Index.scala	1270
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/package.scala	1267
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/JsFn.scala	1249
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/root/ProjectHome.scala	1248
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.0/japgolly/microlibs/utils/BiMap.scala	1243
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/TypedArrayByteBuffer.scala	1242
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/SetRouteVia.scala	1240
file:/shipreq/webapp-client-ww-api/shipreq/webapp/client/ww/api/Client.scala	1231
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/AutosizeTextarea.scala	1223
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/LifeButton.scala	1198
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/Bits.scala	1197
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/WrappedArrayBuilder.scala	1196
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/entrypoint/ProjectSpaEntryPoint.scala	1190
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/charset/CoderResult.scala	1188
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/Traversal.scala	1183
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/NewButton.scala	1181
file:/shipreq/webapp-base/shipreq/webapp/base/feature/dragtoreorder/DragState.scala	1178
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/UUID.scala	1177
file:/shipreq/base-util/shipreq/base/util/BinaryData.scala	1174
https:/raw.githubusercontent.com/scala/v2.12.10/runtime/RichChar.scala	1174
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/MapBuilder.scala	1168
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/StyleA.scala	1162
https:/raw.githubusercontent.com/scala/scala-collection-compat/628e0e7a6ad97eecb239c766ff10a89f2701e61d/compat/src/main/scala-2.11_2.12/scala/collection/compat/PackageShared.scala	1162
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/ListMap.scala	1149
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/src/main/scala-2.13-/scalaz/std/Map.scala	1138
https:/raw.githubusercontent.com/scala/v2.12.10/collection/generic/GenSetFactory.scala	1128
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/builder/EntryPoint.scala	1127
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/StateAccess.scala	1120
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Applicative.scala	1114
file:/shipreq/webapp-base-member/shipreq/webapp/base/filter/CompiledFilter.scala	1113
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Id.scala	1109
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/TableContentStats.scala	1094
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/FilterDeadButton.scala	1088
https:/raw.githubusercontent.com/scala/v2.12.10/collection/immutable/TrieIterator.scala	1085
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/EventListener.scala	1080
file://Users/lihaoyi/Github/sourcecode/sourcecode/src/sourcecode/SourceContext.scala	1073
https:/raw.githubusercontent.com/milessabin/shapeless/shapeless-2.3.3/core/shapeless/hlists.scala	1065
file:/shipreq/webapp-client-ww-api/shipreq/webapp/client/ww/api/Svg.scala	1064
https:/raw.githubusercontent.com/scala/v2.12.10/collection/generic/GenTraversableFactory.scala	1057
file:/shipreq/base-util/shipreq/base/util/OptionalBoolFn.scala	1054
file:/shipreq/base-util/shipreq/base/util/IndexLabel.scala	1048
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/syntax/Syntax.scala	1036
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/charset/UTF_16_Common.scala	1031
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/BufferProvider.scala	1027
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Implicits.scala	1025
file:/shipreq/base-util/shipreq/base/util/FreeOption.scala	1024
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Simple.scala	1021
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/InlineBaseStyles.scala	1018
file:/shipreq/webapp-client-loaders/shipreq/webapp/client/loaders/ProjectSpaLoader.scala	1018
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Modal.scala	1017
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides/scala/Array.scala	1013
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/StringCodec.scala	1011
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/math/Conversion.scala	999
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/ReverseDependencies.scala	996
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/root/LoadFailedPage.scala	993
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/MemberLayout.scala	992
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/StringCharBuffer.scala	982
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/VdomArray.scala	981
https:/raw.githubusercontent.com/scala/v2.12.10/collection/mutable/Set.scala	977
