URL: http://www.shipreq.com/diag/db.csv?reps=100
  76,   0,  76, 2013-11-28T02:49:06Z
  81,   0,  81, 2013-11-28T02:49:06Z
  88,   0,  88, 2013-11-28T02:49:06Z
  83,   0,  83, 2013-11-28T02:49:06Z
  83,   0,  83, 2013-11-28T02:49:06Z
  47,   0,  47, 2013-11-28T02:49:06Z
  84,   0,  84, 2013-11-28T02:49:06Z
  84,   1,  83, 2013-11-28T02:49:06Z
  87,   0,  87, 2013-11-28T02:49:07Z
  83,   0,  83, 2013-11-28T02:49:07Z
   5,   0,   5, 2013-11-28T02:49:07Z
  45,   0,  45, 2013-11-28T02:49:07Z
  81,   0,  81, 2013-11-28T02:49:07Z
   5,   0,   5, 2013-11-28T02:49:07Z
  86,   0,  86, 2013-11-28T02:49:07Z
  83,   0,  83, 2013-11-28T02:49:07Z
  87,   0,  87, 2013-11-28T02:49:07Z
  45,   0,  45, 2013-11-28T02:49:07Z
   5,   0,   5, 2013-11-28T02:49:07Z
  46,   0,  46, 2013-11-28T02:49:07Z
   5,   0,   5, 2013-11-28T02:49:07Z
   5,   0,   5, 2013-11-28T02:49:07Z
  47,   0,  47, 2013-11-28T02:49:07Z
  84,   0,  84, 2013-11-28T02:49:07Z
  84,   0,  84, 2013-11-28T02:49:07Z
  83,   0,  83, 2013-11-28T02:49:07Z
  88,   0,  88, 2013-11-28T02:49:08Z
  87,   0,  87, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  84,   0,  84, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  92,   0,  92, 2013-11-28T02:49:08Z
  88,   0,  88, 2013-11-28T02:49:08Z
  84,   0,  84, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  83,   0,  83, 2013-11-28T02:49:08Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  88,   0,  88, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  88,   0,  88, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:09Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  84,   0,  84, 2013-11-28T02:49:10Z
  88,   0,  88, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  92,   0,  92, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  84,   0,  84, 2013-11-28T02:49:11Z
  83,   0,  83, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  84,   0,  84, 2013-11-28T02:49:12Z
  83,   0,  83, 2013-11-28T02:49:12Z
  83,   0,  83, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:13Z
  87,   0,  87, 2013-11-28T02:49:13Z
  83,   0,  83, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:13Z
  46,   1,  45, 2013-11-28T02:49:13Z
  82,   0,  82, 2013-11-28T02:49:13Z
  83,   0,  83, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:13Z
  83,   0,  83, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:13Z
  83,   0,  83, 2013-11-28T02:49:13Z
  84,   0,  84, 2013-11-28T02:49:14Z
  83,   0,  83, 2013-11-28T02:49:14Z
